source_code,identifier,rotulo,title,date,format,description,relation
AUDIOVISUAL-C106-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C106-P001,C106-P001,[Carpeta 1: Dossier de reprografías fotográficas anotadas y soportes digitales clasificados por alfabeto griego 1],[s.f.],1 carpeta de conservación,"Agrupación documental organizada mediante el alfabeto griego, formada por un conjunto de fundas plásticas de clasificación que albergan reprografías de fotografías con anotaciones manuscritas, acompañadas en la mayoría de los casos por discos compactos (CD).",AUDIOVISUAL
AUDIOVISUAL-C106-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C106-P002,C106-P002,[Carpeta 2: Dossier de reprografías fotográficas anotadas y soportes digitales clasificados por alfabeto griego 2],[s.f.],1 carpeta de conservación,"Agrupación documental organizada mediante el alfabeto griego, formada por un conjunto de fundas plásticas de clasificación que albergan reprografías de fotografías con anotaciones manuscritas, acompañadas en la mayoría de los casos por discos compactos (CD).",AUDIOVISUAL
PERSONAL-C107,ES-CEDCS-ZARZA-PERSONAL-C107,C107,[Caja 107: Expediente documental y personal relativo a la figura del escritor Michi Panero (José Moisés Panero Blanc)],[s.f.],1 caja de archivo definitivo  (contiene 3 carpetas originales).,"Expediente documental y personal relativo a la figura del escritor Michi Panero (José Moisés Panero Blanc) en el fondo de Rafael Zarza. La unidad se estructura en tres carpetas de clasificación: una carpeta marrón en formato DIN A4 con manuscritos autógrafos y notas de prensa; una carpeta de cartón rojo comprensiva de escritos manuscritos, recortes hemerográficos y reprografías con anotaciones; y una carpeta de color negro con la rotulación manuscrita ""MICHI-GAN"", que alberga fotografías, negativos, agendas personales y textos mecanografiados. Completan la agrupación diversos artículos de prensa y un ejemplar grapado de la publicación ""Caballo verde para la poesía"", dirigida por Pablo Neruda.",PERSONAL
AUDIOVISUAL-C108,ES-CEDCS-ZARZA-AUDIOVISUAL-C108,C108,"[Caja 108: soportes audiovisuales, magnéticos y digitales pertenecientes a la producción del proyecto ""El deseo y la realidad""]",[s.f.],1 caja de archivo definitivo  (contiene multiples soportes audiovisuales).,"Serie de soportes audiovisuales, magnéticos y digitales pertenecientes a la producción del proyecto ""El deseo y la realidad"". El conjunto reúne una cinta en formato VHS, dos videocintas de formato reducido, una caja de conservación con diapositivas fotográficas y una elevada cantidad de discos compactos (CD) y  (DVD).",AUDIOVISUAL
MILITANCIA-C109,ES-CEDCS-ZARZA-MILITANCIA-C109,C109,"[Caja 109: Dossier de materiales de trabajo, bocetos, intervenciones gráficas y producciones de collage]",[s.f.],1 caja de archivo definitivo  (contiene 3 carpetas de conservación).,"Dossier de materiales de trabajo, bocetos, intervenciones gráficas y producciones de collage",MILITANCIA
MILITANCIA-C109-P001,ES-CEDCS-ZARZA-MILITANCIA-C109-P001,C109-P001,"[Carpeta 1: Dossier de materiales de trabajo, bocetos, intervenciones gráficas y producciones de collage 1]",[s.f.],1 carpeta de conservación,"Dossier de materiales de trabajo para la elaboración de composiciones de collages, que reúne notas manuscritas, recortes de publicaciones impresas y de prensa, reprografías de hojas de contactos fotográficos, positivados fotográficos y documentación textual vinculada al desarrollo del proyecto ""B de anarquía"", junto con composiciones de collages concluidas. Incluye postal de su hermano Nicolás Zarza.",MILITANCIA
MILITANCIA-C109-P002,ES-CEDCS-ZARZA-MILITANCIA-C109-P002,C109-P002,"[Carpeta 2: Dossier de materiales de trabajo, bocetos, intervenciones gráficas y producciones de collage 2]",[s.f.],1 carpeta de conservación,"Carpeta de clasificación provista de la rotulación manuscrita ""colages"", que alberga un abundante conjunto de recortes de prensa impresa, páginas completas de publicaciones hemerográficas, hojas con bocetos originales y notas manuscritas, impresiones fotográficas de gran formato y composiciones de collage en distintos estados de elaboración, desde piezas en proceso hasta obras concluidas.",MILITANCIA
MILITANCIA-C109-P003,ES-CEDCS-ZARZA-MILITANCIA-C109-P003,C109-P003,"[Carpeta 3: Dossier de materiales de trabajo, bocetos, intervenciones gráficas y producciones de collage 3]",[s.f.],1 carpeta de conservación,"Conjunto de materiales plásticos y gráficos compuesto por folios manuscritos, recortes de prensa impresa, soportes de cartulina con intervenciones gráficas originales, papeles vegetales (papel cebolla) impresos y materiales preparatorios de trabajo. Incluye una carpeta de clasificación etiquetada ""Refractor"" con elementos hemerográficos, así como diversas composiciones de collage en distintas fases de ejecución, comprensivas de piezas concluidas y borradores en proceso de elaboración.",MILITANCIA
EXPOSICIONES-C110,ES-CEDCS-ZARZA-EXPOSICIONES-C110,C110,[Caja 110: Materiales preparativos de exposiciones sobre Turismo 1],[s.f.],1 caja de archivo definitivo (Contiene multiples carpetas y documentos),"Serie de expedientes y carpetas referentes al diseño de proyectos expositivos sobre turismo. Las unidades de instalación presentan en ocasiones titulación manuscrita, numeración correlativa y marcadores en notas adhesivas. El conjunto alberga documentos impresos con anotaciones autógrafas, recortes y reprografías de prensa, positivados e impresiones fotográficas, planos de distribución de espacios expositivos y folletos promocionales de equipamientos museográficos.",EXPOSICIONES
EXPOSICIONES-C111,ES-CEDCS-ZARZA-EXPOSICIONES-C111,C111,[Caja 111: Materiales preparativos de  exposiciones sobre Turismo 2],[s.f.],1 caja de archivo definitivo (Contiene multiples carpetas y documentos),"Serie de expedientes y carpetas referentes al diseño de proyectos expositivos sobre turismo. Las unidades de instalación presentan en ocasiones titulación manuscrita, numeración correlativa y marcadores en notas adhesivas. El conjunto alberga documentos impresos con anotaciones autógrafas, recortes y reprografías de prensa, positivados e impresiones fotográficas, planos de distribución de espacios expositivos y folletos promocionales de equipamientos museográficos.",EXPOSICIONES
EXPOSICIONES-C112,ES-CEDCS-ZARZA-EXPOSICIONES-C112,C112,[Caja 112: Materiales preparativos de  exposiciones sobre Turismo 3],[s.f.],1 caja de archivo definitivo  (Contiene una carpeta de conservacion y multiples folletos y publicaciones sobre turismo),Materiales preparativos de exposiciones sobre Turismo,EXPOSICIONES
EXPOSICIONES-C112-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C112-P001,C112-P001,"[Carpeta 1: Documentación contable, administrativa y de diseño vinculada a la gestión de proyectos de temática turística]",[s.f.],1 carpeta de conservación,"Agrupación de documentación contable, administrativa y de diseño vinculada a la gestión de proyectos de temática turística. El fondo reúne un abundante conjunto de comprobantes de gasto, facturas, recibos y notas manuscritas de presupuestos. Asimismo, incluye una carpeta roja con la titulación autógrafa ""Expo turismo"" (e inscripciones parcialmente ilegibles) y un sobre de clasificación marrón rotulado autógrafamente ""Clase Turista Planos residuales"".",EXPOSICIONES
MILITANCIA-C113,ES-CEDCS-ZARZA-MILITANCIA-C113,C113,[Caja 113: Libros de temática política],[s.f.],1 caja de archivo definitivo (Contiene cuatro libros),"Colección bibliográfica sobre ensayo e historia política formada por cuatro publicaciones monográficas: ""Entre literatura y política"", de Dionisio Ridruejo; ""Vida de Sócrates"", de Antonio Tovar; ""Yo tenía un camarada"", de César Alonso de los Ríos; y la edición en idioma francés ""Histoire de la Révolution nationale espagnole"", de autoría compartida.",MILITANCIA
MILITANCIA-C114,ES-CEDCS-ZARZA-MILITANCIA-C114,C114,"[Caja 114: DVDs: ""Los años del NO-DO. Lo que se contaba y ocultaba durante la dictadura""]",[s.f.],1 caja de archivo definitivo (Contiene lote de DVDs),"Serie audiovisual en soportes ópticos (DVD) comprensiva de la colección documental titulada ""Los años del NO-DO. Lo que se contaba y ocultaba durante la dictadura"".",MILITANCIA
PERSONAL-C115,ES-CEDCS-ZARZA-PERSONAL-C115,C115,[Caja 115: Materiales audiovisuales personales],[s.f.],1 caja de archivo definitivo (Contiene una caja de almacenamiento original),"Fondo audiovisual e informático compuesto por una amplia variedad de soportes magnéticos, ópticos y cinematográficos. La unidad alberga discos compactos (CD) y discos versátiles digitales (DVD) con notas autógrafas sobre Michi Panero —destacando un DVD con la rotulación ""Leopoldo María Panero""—, así como bobinas de película cinematográfica en formato reducido, videocintas digitales en pequeño formato (MiniDV) y cintas magnéticas de audio (casetes).",PERSONAL
AUDIOVISUAL-C116,ES-CEDCS-ZARZA-AUDIOVISUAL-C116,C116,"[Caja 116: Materiales preparatorios de ""Scenario Gran Vía""]",[s.f.],1 caja de archivo definitivo (Contiene múltiples carpetas originales),"Serie de carpetas originales pertenecientes a la producción del proyecto audiovisual ""Scenario Gran Vía"". Las unidades conservan sus titulaciones manuscritas descriptivas, identificándose entre ellas las carpetas tituladas ""parafernalia"", ""tema metro Gran Vía"", ""postales"" (comprensiva de tarjetas postales fotográficas de distintas épocas sobre dicha vía madrileña), ""títulos y créditos"" y ""hemeroteca municipal"", etc.",AUDIOVISUAL
EXPOSICIONES-C117,ES-CEDCS-ZARZA-EXPOSICIONES-C117,C117,[Caja 117: Dossier de proyectos expositivos y presupuestos sobre la Gran Vía de Madrid y diseño urbano contemporáneo],[ca. 2003-ca. 2006],1 caja de archivo definitivo (Contiene 1 carpeta de conservación),Dossier de proyectos expositivos y presupuestos sobre la Gran Vía de Madrid y diseño urbano contemporáneo,EXPOSICIONES
EXPOSICIONES-C117-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C117-P001,C117-P001,[Carpeta 1: Dossier de proyectos expositivos y presupuestos sobre la Gran Vía de Madrid y diseño urbano contemporáneo],[ca. 2003-ca. 2006],1 carpeta de conservación,"Dossier de producción e investigación para proyectos expositivos sobre la Gran Vía de Madrid y diseño urbano. El fondo reúne el documento impreso grapado ""Una propuesta de exposición para la Gran Vía de Madrid, Círculo de Bellas Artes, Daniel Zarza, julio 2006"", la memoria descriptiva de la exposición ""Portátil. Vivienda del siglo XXI"" y la carpeta de clasificación ""Gran Vía 1905-2005. La Gran Vía de Madrid. Avance de proyecto y presupuesto de exposición, documento 2, diciembre 2003"". Completan la agrupación abundantes documentos impresos, reprografías de imágenes fotográficas con notas manuscritas, disquetes magnéticos y discos compactos (CD).",EXPOSICIONES
MILITANCIA-C118,ES-CEDCS-ZARZA-MILITANCIA-C118,C118,[Caja 118: Guiones o pendones textiles militares],[s.f.],1 caja de archivo definitivo  (contiene 2 carpetas de conservación).,Guiones o pendones textiles militares,MILITANCIA
MILITANCIA-C118-P001,ES-CEDCS-ZARZA-MILITANCIA-C118-P001,C118-P001,[Carpeta 1: Guión o pendón textil de seda roja en forma de cornetín con la hoz y el martillo],[s.f.],1 carpeta de conservación,"Guión o pendón textil de seda roja en forma de cornetín con la hoz y el martillo bordados en hilo amarillo. Incluye etiqueta de catalogación manuscrita que lo identifica como guión personal del Secretario General del Partido Comunista de España, José Díaz Ramos.",MILITANCIA
MILITANCIA-C118-P002,ES-CEDCS-ZARZA-MILITANCIA-C118-P002,C118-P002,"[Carpeta 2: Guión o estandarte militar de estructura acolchada confeccionado en tiras de seda con la tricolor republicana (rojo, amarillo, morado) y una estrella blanca]",[s.f.],1 carpeta de conservación,"Guión o estandarte militar de estructura acolchada confeccionado en tiras de seda con la tricolor republicana (rojo, amarillo, morado) y una estrella blanca de cinco puntas sobre fondo rosado. Contiene nota alfilerada con el título manuscrito ""Guión de Mando del S.I.M. - Rojo"".",MILITANCIA
AUDIOVISUAL-C119,ES-CEDCS-ZARZA-AUDIOVISUAL-C119,C119,[Caja 119: Decenas de cajas de diapositivas],[s.f.],1 caja de archivo definitivo  (contiene decenas de cajas de diapositivas).,Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterio presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.,AUDIOVISUAL
AUDIOVISUAL-C120,ES-CEDCS-ZARZA-AUDIOVISUAL-C120,C120,[Caja 120: Decenas de cajas de diapositivas],[s.f.],1 caja de archivo definitivo  (contiene decenas de cajas de diapositivas).,Colección de diapositivas fotográficas albergadas en sus cajas de conservación originales de procedencia así como diapositivas agrupadas en nuevas cajas de conservacion. El contenedor exterio presentaba un estado de conservación deficiente por degradación física de los materiales y ha sido destruido.,AUDIOVISUAL
AUDIOVISUAL-C121,ES-CEDCS-ZARZA-AUDIOVISUAL-C121,C121,"[Caja 121: Colección de materiales audiovisuales, soportes digitales y fondo fotográfico de diapositivas y negativos de gran formato]",[s.f.],1 caja de archivo definitivo  (contiene 3 carpetas de conservación).,"Colección de materiales audiovisuales, soportes digitales y fondo fotográfico de diapositivas y negativos de gran formato",AUDIOVISUAL
AUDIOVISUAL-C121-P001,ES-CEDCS-ZARZA-AUDIOVISUAL-C121-P001,C121-P001,[Carpeta 1: Colección audiovisual e informática ],1979-2005],1 carpeta de conservación,"Colección audiovisual e informática compuesta por una caja de película cinematográfica de la firma Scotch etiquetada ""presentación libro Memorias Breznhev, 18/03/1979. Grabado en [ilegible] S.R. Lacasa"", un disco versátil digital (DVD) con la rotulación autógrafa ""fotos chicas por GV, Català Roca"", y dos discos compactos (CD) con las titulaciones ""Refractor Saqueador"" y ""Definitivo Infiltración P2, 18 de julio de 2005"".",AUDIOVISUAL
AUDIOVISUAL-C121-P002,ES-CEDCS-ZARZA-AUDIOVISUAL-C121-P002,C121-P002,[Carpeta 2: Diapositivas fotográficas y negativos fotográficos de gran formato ],[s.f.],1 carpeta de conservación,"Fondo fotográfico que reúne un abundante conjunto de materiales gráficos en transparencia, compuesto por diapositivas fotográficas y negativos fotográficos de gran formato.",AUDIOVISUAL
AUDIOVISUAL-C121-P003,ES-CEDCS-ZARZA-AUDIOVISUAL-C121-P003,C121-P003,[Carpeta 3: Diapositivas fotográficas y negativos fotográficos de gran formato ],[s.f.],1 carpeta de conservación,"Fondo fotográfico que reúne un abundante conjunto de materiales gráficos en transparencia, compuesto por diapositivas fotográficas y negativos fotográficos de gran formato.",AUDIOVISUAL
MILITANCIA-C122,ES-CEDCS-ZARZA-MILITANCIA-C122,C122,"[Caja 122: ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"" 1]",2006.0,1 caja de archivo definitivo  (contiene multiples libros),"Colección bibliográfica comprensiva de diversos volúmenes pertenecientes a la serie historiográfica ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"", publicada en la colección Biblioteca El Mundo.",MILITANCIA
MILITANCIA-C123,ES-CEDCS-ZARZA-MILITANCIA-C123,C123,"[Caja 123: ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"" 2]",2006.0,1 caja de archivo definitivo  (contiene multiples libros),"Colección bibliográfica comprensiva de diversos volúmenes pertenecientes a la serie historiográfica ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"", publicada en la colección Biblioteca El Mundo.",MILITANCIA
MILITANCIA-C124,ES-CEDCS-ZARZA-MILITANCIA-C124,C124,"[Caja 124: ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"" 3]",2006.0,1 caja de archivo definitivo  (contiene multiples libros),"Colección bibliográfica comprensiva de diversos volúmenes pertenecientes a la serie historiográfica ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"", publicada en la colección Biblioteca El Mundo.",MILITANCIA
MILITANCIA-C125,ES-CEDCS-ZARZA-MILITANCIA-C125,C125,"[Caja 125: ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"" 4]",2006.0,1 caja de archivo definitivo  (contiene multiples libros),"Colección bibliográfica comprensiva de diversos volúmenes pertenecientes a la serie historiográfica ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"", publicada en la colección Biblioteca El Mundo.",MILITANCIA
MILITANCIA-C126,ES-CEDCS-ZARZA-MILITANCIA-C126,C126,"[Caja 126: ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"" 5]",2006.0,1 caja de archivo definitivo  (contiene multiples libros),"Colección bibliográfica comprensiva de diversos volúmenes pertenecientes a la serie historiográfica ""El franquismo año a año. Lo que se contaba y ocultaba durante la dictadura"", publicada en la colección Biblioteca El Mundo.",MILITANCIA
PERSONAL-C127,ES-CEDCS-ZARZA-PERSONAL-C127,C127,[Caja 127: Objetos varios],[s.f.],1 caja de archivo definitivo  (contiene diversos objetos),"Conjunto de maquetas y elementos tridimensionales de formado por siluetas antropomorfas y zoomorfas elaboradas en cartón pluma o similar, una maqueta a escala de un vehículo blindado de la CNT utilizado en la Guerra Civil española y una bolsa de cuero etiquetada ""Ojo sanguinolento de Quico Rivas, conservado por María Soberón"", que alberga en su interior una recreación en plástico de un ojo ensangrentado.",PERSONAL
PERSONAL-C128,ES-CEDCS-ZARZA-PERSONAL-C128,C128,[Caja 128: Objetos varios],[s.f.],1 caja de archivo definitivo  (contiene diversos objetos),"Colección miscelánea de elementos de imprenta, propaganda anarcosindicalista y memorabilia histórica. El conjunto alberga un cartel de propaganda política enmarcado en cristal referido a los sucesos de Casas Viejas, una caja de cerillas de la Guerra Civil reetiquetada con la inscripción ""CNT Sindicato Único Industrias Químicas AIT. 40 cerillas. 10 céntimos"", una botella con etiqueta conmemorativa de la CNT dedicada a ""Ferrer y Guardia"", una caja de película fotográfica Kodak rotulada ""Brisbane Selección NS"", un sello de caucho con la impronta ""Refractor"" y la publicación monográfica titulada ""El anarquismo individualista. Lo que es, puede y vale"".",PERSONAL
PERSONAL-C129,ES-CEDCS-ZARZA-PERSONAL-C129,C129,[Caja 129: Objetos varios],[s.f.],1 carpreta de gran formato  (contiene 2 posters),"Contiene 2 posters cubiertos por vídrio, que en ambos casos está roto. Esta etiquetado comop ""Muy Frágil""",PERSONAL
EXPOSICIONES-C130,ES-CEDCS-ZARZA-EXPOSICIONES-C130,C130,[Caja 130: Posters y lienzo original],[s.f.],1 caja de conservacion de formato vertical,"Contiene posters vinculados con la exposición: ""Las otras galerías: del panóptico de Bentham al panóptico digital (La cárcel y las bellas artes en la época moderna)"". Incluye igualmente lienzo con obra pictorica original en que se representan elementos iconográficos de la publicación ""Refractor""",EXPOSICIONES
EXPOSICIONES-C131,ES-CEDCS-ZARZA-EXPOSICIONES-C131,C131,[Caja 131: Posters y lienzo original],[s.f.],1 caja de conservacion de formato vertical,"Colección de posters variados y ejemplares de ""La Infiltración""",EXPOSICIONES
